case_id,status,district,age_band,language_preference,tenure,household_size,opened_date,closure_month,monthly_award,opened_year,opened_month,case_age_months,contact_attempts,months_since_review,payment_adjustments,total_payments,total_amount_paid,avg_payment_amount,min_payment_amount,max_payment_amount,std_payment_amount,distinct_payment_months,max_payments_in_single_month,multi_payment_months_count,has_same_month_multi_payments,post_closure_payment_count,is_post_closure_paid,total_post_closure_amount,total_excess_amount,avg_payment_to_award_ratio,max_payment_to_award_ratio,num_adjusted_payments,adjustment_rate
C-33790,Active,Northgate,60-74,English,Private tenancy,4,2024-07-19,,888.75,2024,7,17,3,8,0,6,5137.09,856.1816666666667,709.08,928.68,79.0807745072509,6,1,0,0,0,0,0.0,69.66999999999996,0.9633548992030004,1.044928270042194,0,0.0
C-33791,Active,Weybridge,60-74,English,No fixed abode,6,2021-03-10,,1510.97,2021,3,57,3,15,1,6,8926.49,1487.7483333333332,1425.18,1565.94,52.42658768856381,6,1,0,0,0,0,0.0,70.50999999999999,0.9846312854215062,1.0363806031886802,0,0.0
C-33792,Active,Weybridge,18-29,English,Owner-occupier,2,2023-12-15,,837.55,2023,12,24,0,4,0,6,4985.5,830.9166666666666,787.83,885.29,38.63111164161169,6,1,0,0,0,0,0.0,75.97000000000003,0.9920800748214038,1.0569995821145006,0,0.0
C-33793,Active,Northgate,18-29,English,Resident with family,1,2021-11-06,,555.47,2021,11,49,5,17,1,6,3289.52,548.2533333333333,497.9,583.02,31.434791341229975,6,1,0,0,0,0,0.0,52.729999999999905,0.9870079992318815,1.0495976380362575,3,0.5
C-33794,Active,Calder Central,60-74,English,Private tenancy,2,2022-10-28,,761.54,2022,10,38,1,0,0,6,4412.03,735.3383333333333,632.71,792.12,54.013343320578315,6,1,0,0,0,0,0.0,30.58000000000004,0.9655938405511639,1.040155474433385,0,0.0
C-33795,Active,Ash Hill,75+,English,Private tenancy,4,2022-06-04,,1084.24,2022,6,42,2,13,1,6,6579.51,1096.585,1022.62,1144.47,44.24693876416761,6,1,0,0,0,0,0.0,151.59000000000015,1.011385855530141,1.0555504316387516,1,0.16666666666666666
C-33796,Active,Calder Central,18-29,English,Resident with family,3,2024-07-31,,820.79,2024,7,17,2,23,0,6,4985.84,830.9733333333334,790.12,856.38,28.79657178670169,6,1,0,0,0,0,0.0,112.61000000000013,1.012406746346,1.0433606647254474,0,0.0
C-33797,Active,Weybridge,45-59,Other,No fixed abode,6,2021-05-24,,1233.91,2021,5,55,4,13,2,6,7313.8099999999995,1218.9683333333332,1053.02,1282.6,85.25783633582704,6,1,0,0,0,0,0.0,120.12999999999965,0.9878907970057242,1.0394599281957353,1,0.16666666666666666
C-33798,Active,Northgate,30-44,Spanish,Owner-occupier,5,2025-07-02,,924.55,2025,7,5,7,18,2,6,5354.29,892.3816666666667,757.2,963.79,72.18127829753819,6,1,0,0,0,0,0.0,51.33000000000004,0.9652064968543256,1.0424422692120492,2,0.3333333333333333
C-33799,Active,Calder Central,60-74,English,Resident with family,4,2024-06-10,,1363.26,2024,6,18,0,14,0,6,7950.55,1325.0916666666667,1033.57,1431.55,145.91471665554047,6,1,0,0,0,0,0.0,122.74000000000001,0.9720021614854589,1.0500931590452298,0,0.0
C-33800,Active,Ash Hill,45-59,English,Private tenancy,3,2025-05-07,,1220.87,2025,5,7,1,17,0,6,6988.639999999999,1164.7733333333333,931.65,1289.66,121.95041265476172,6,1,0,0,0,0,0.0,72.21000000000026,0.9540518919568286,1.056345065404179,0,0.0
C-33801,Active,Weybridge,60-74,Spanish,Owner-occupier,6,2021-01-03,,1206.36,2021,1,59,5,9,2,6,6753.88,1125.6466666666668,872.98,1234.52,148.3357084004612,6,1,0,0,0,0,0.0,63.36000000000013,0.9330934933740068,1.0233429490367718,0,0.0
C-33802,Active,Ash Hill,30-44,English,Owner-occupier,1,2025-07-30,,636.9,2025,7,5,3,8,0,6,3631.39,605.2316666666667,446.57,668.56,82.05039412864913,6,1,0,0,0,0,0.0,59.68999999999994,0.9502773852514785,1.049709530538546,0,0.0
C-33803,Active,Northgate,60-74,English,Resident with family,2,2024-05-21,,991.61,2024,5,19,3,2,3,6,5949.66,991.61,991.61,991.61,0.0,6,1,0,0,0,0,0.0,0.0,1.0,1.0,1,0.16666666666666666
C-33804,Active,Ash Hill,18-29,Spanish,Owner-occupier,1,2024-03-01,,443.62,2024,3,21,4,23,2,6,2701.58,450.2633333333333,427.27,469.26,16.07004998955094,6,1,0,0,0,0,0.0,56.20999999999998,1.01497527914281,1.0577972138316576,0,0.0
C-33805,Active,Calder Central,18-29,English,Private tenancy,1,2023-05-24,,708.76,2023,5,31,1,0,1,6,4343.66,723.9433333333333,713.87,737.01,9.327247539690758,6,1,0,0,0,0,0.0,91.10000000000002,1.0214223902778563,1.039858344150347,1,0.16666666666666666
C-33806,Active,Northgate,75+,English,No fixed abode,3,2025-07-22,,1238.54,2025,7,5,1,15,0,6,7325.66,1220.9433333333334,1051.72,1308.23,112.9076751450789,6,1,0,0,0,0,0.0,217.31000000000017,0.9857924114952552,1.05626786377509,0,0.0
C-33807,Active,Calder Central,45-59,Spanish,Private tenancy,3,2021-05-25,,1163.74,2021,5,55,6,19,1,6,7140.34,1190.0566666666666,1149.95,1233.21,32.27766141879966,6,1,0,0,0,0,0.0,180.8900000000001,1.0226138713687478,1.0596954646226822,1,0.16666666666666666
C-33808,Active,Weybridge,18-29,English,No fixed abode,1,2022-05-01,,377.13,2022,5,43,1,15,1,6,2198.43,366.405,354.78,384.97,11.294123693319472,6,1,0,0,0,0,0.0,7.840000000000032,0.9715615305067219,1.0207885874897251,3,0.5
C-33809,Active,Calder Central,30-44,English,Private tenancy,2,2023-10-30,,583.64,2023,10,26,1,8,1,6,3560.87,593.4783333333334,557.84,618.12,28.10981210656998,6,1,0,0,0,0,0.0,105.04999999999995,1.0168568523975967,1.0590775135357413,3,0.5
C-33810,Active,Weybridge,60-74,English,Resident with family,3,2023-01-26,,891.77,2023,1,35,4,7,1,6,5349.17,891.5283333333333,797.36,945.15,56.51935364692934,6,1,0,0,0,0,0.0,133.25,0.999729003367834,1.0598584836897407,4,0.6666666666666666
C-33811,Active,Calder Central,60-74,English,No fixed abode,2,2022-09-01,,1010.73,2022,9,39,3,0,0,6,5601.18,933.5300000000001,714.87,1064.43,138.2684598887252,6,1,0,0,0,0,0.0,63.80000000000007,0.9236195620986812,1.0531299160013061,0,0.0
C-33812,Active,Ash Hill,60-74,English,Resident with family,4,2021-12-29,,726.71,2021,12,48,3,2,0,6,4206.75,701.125,631.51,741.23,40.34701463553405,6,1,0,0,0,0,0.0,20.199999999999932,0.9647933838807777,1.0199804598808329,0,0.0
C-33813,Active,Northgate,75+,English,Private tenancy,1,2023-02-22,,543.71,2023,2,34,3,6,0,6,3224.99,537.4983333333333,515.81,559.97,20.399046464643067,6,1,0,0,0,0,0.0,34.419999999999845,0.9885754047807347,1.029905648231594,0,0.0
C-33814,Active,Weybridge,75+,English,Resident with family,4,2022-11-19,,953.27,2022,11,37,3,4,0,6,5412.01,902.0016666666667,761.29,1007.26,100.32552385443432,6,1,0,0,0,0,0.0,96.85000000000002,0.9462184550721902,1.0566366297061693,0,0.0
C-33815,Active,Calder Central,60-74,English,Owner-occupier,2,2021-06-25,,978.15,2021,6,54,2,15,2,6,5740.62,956.77,803.33,1030.09,84.79806365713779,6,1,0,0,0,0,0.0,113.93999999999994,0.9781424116955476,1.0531002402494505,3,0.5
C-33816,Active,Weybridge,18-29,English,Social tenancy,1,2022-09-26,,493.93,2022,9,39,2,14,3,6,2974.55,495.7583333333334,465.57,520.69,22.73422742621064,6,1,0,0,0,0,0.0,61.260000000000105,1.0037016041409377,1.0541777174903328,0,0.0
C-33817,Active,Calder Central,60-74,Other,Social tenancy,2,2022-01-01,,716.5,2022,1,47,5,8,1,6,4217.72,702.9533333333334,675.64,729.6,25.872715873419022,6,1,0,0,0,0,0.0,29.620000000000005,0.9810932775063969,1.0182833217027216,0,0.0
C-33818,Closed,Weybridge,18-29,English,Social tenancy,6,2022-03-04,2025-09,1788.56,2022,3,45,3,10,1,3,5330.01,1776.67,1685.91,1845.93,82.1479616302194,3,1,0,0,0,0,0.0,66.98000000000025,0.9933521939437314,1.0320760835532496,1,0.3333333333333333
C-33819,Active,Ash Hill,30-44,English,Owner-occupier,2,2021-04-22,,722.79,2021,4,56,0,11,0,6,4241.88,706.98,560.78,756.74,73.48649481367306,6,1,0,0,0,0,0.0,69.85000000000014,0.9781264267629602,1.046970766059298,0,0.0
C-33820,Active,Northgate,18-29,English,Social tenancy,3,2021-01-01,,962.6,2021,1,59,4,23,0,6,5833.38,972.23,912.87,1005.2,33.492978368607346,6,1,0,0,0,0,0.0,111.74999999999989,1.0100041554124246,1.0442551423228756,0,0.0
C-33821,Active,Northgate,45-59,English,Owner-occupier,2,2025-05-02,,755.07,2025,5,7,2,8,1,6,4349.18,724.8633333333333,588.57,765.18,68.35789161952452,6,1,0,0,0,0,0.0,21.039999999999736,0.9599948790619854,1.013389487067424,2,0.3333333333333333
C-33822,Active,Calder Central,45-59,English,Owner-occupier,1,2021-09-29,,694.2,2021,9,51,0,23,1,6,4044.18,674.03,655.98,716.76,25.125147561755725,6,1,0,0,0,0,0.0,22.559999999999945,0.9709449726303658,1.0324978392394122,2,0.3333333333333333
C-33823,Active,Weybridge,30-44,English,Private tenancy,2,2024-11-25,,765.45,2024,11,13,4,0,1,6,4433.57,738.9283333333333,623.58,810.83,64.57107507751957,6,1,0,0,0,0,0.0,65.7399999999999,0.9653515361334292,1.0592853876804493,4,0.6666666666666666
C-33824,Active,Calder Central,45-59,English,Social tenancy,1,2025-05-09,,382.2,2025,5,7,3,10,0,6,2252.25,375.375,363.42,394.12,11.22643264799642,6,1,0,0,0,0,0.0,12.580000000000041,0.9821428571428572,1.0311878597592883,0,0.0
C-33825,Closed,Ash Hill,18-29,English,Private tenancy,6,2022-05-30,2025-10,1479.44,2022,5,43,0,21,0,4,5848.55,1462.1375,1438.77,1487.05,21.72435403719371,4,1,0,0,0,0,0.0,7.6099999999999,0.9883046963716,1.005143838209052,0,0.0
C-33826,Suspended,Calder Central,18-29,English,Owner-occupier,5,2022-07-21,,1136.39,2022,7,41,2,17,0,6,6485.969999999999,1080.995,930.12,1199.54,87.2803161657885,6,1,0,0,0,0,0.0,63.149999999999864,0.9512535309180826,1.0555707107595103,0,0.0
C-33827,Active,Ash Hill,60-74,English,Resident with family,3,2022-03-31,,1056.06,2022,3,45,1,10,1,6,6119.51,1019.9183333333334,842.61,1113.2,102.15109405516259,6,1,0,0,0,0,0.0,111.00000000000023,0.9657768813640639,1.0541067742363124,0,0.0
C-33828,Active,Northgate,60-74,English,Private tenancy,1,2021-02-18,,513.79,2021,2,58,4,4,1,6,3039.55,506.5916666666667,458.11,538.57,30.19341346497058,6,1,0,0,0,0,0.0,45.94000000000017,0.9859897364033295,1.048229821522412,3,0.5
C-33829,Active,Weybridge,30-44,Other,Resident with family,2,2021-09-30,,592.24,2021,9,51,4,23,2,6,3461.83,576.9716666666667,487.43,618.65,46.6937059641518,6,1,0,0,0,0,0.0,42.299999999999955,0.9742193480120672,1.0445934080778063,1,0.16666666666666666
C-33830,Active,Calder Central,18-29,English,Owner-occupier,2,2025-06-17,,870.69,2025,6,6,3,11,1,6,5121.93,853.6550000000001,834.63,865.22,11.52867511902393,6,1,0,0,0,0,0.0,0.0,0.9804350572534427,0.993717626250445,1,0.16666666666666666
C-33831,Active,Calder Central,75+,English,Owner-occupier,1,2021-10-16,,577.98,2021,10,50,2,20,0,6,3542.45,590.4083333333333,572.51,610.56,17.297136660923567,6,1,0,0,0,0,0.0,84.18999999999983,1.0215030508552776,1.0563687324820927,0,0.0
C-33832,Active,Ash Hill,75+,English,Owner-occupier,4,2024-03-20,,1151.95,2024,3,21,0,3,1,6,6915.73,1152.6216666666667,1099.38,1200.78,39.843656165902544,6,1,0,0,0,0,0.0,96.13999999999987,1.0005830692883082,1.0423889925778027,1,0.16666666666666666
C-33833,Active,Calder Central,45-59,English,No fixed abode,3,2021-03-29,,785.57,2021,3,57,2,6,1,6,4667.93,777.9883333333333,742.29,806.05,26.576419936979207,6,1,0,0,0,0,0.0,46.25999999999976,0.9903488337555321,1.0260702419898926,3,0.5
C-33834,Suspended,Ash Hill,45-59,Other,No fixed abode,1,2021-10-03,,555.52,2021,10,50,6,4,1,6,3340.95,556.8249999999999,528.32,588.66,21.365218229636678,6,1,0,0,0,0,0.0,52.700000000000045,1.002349150345622,1.0596558179723503,0,0.0
C-33835,Active,Weybridge,45-59,English,No fixed abode,5,2025-07-16,,1639.18,2025,7,5,0,15,0,6,9784.18,1630.6966666666667,1555.44,1695.16,58.03113704440637,6,1,0,0,0,0,0.0,108.41999999999985,0.9948246480964059,1.0341512219524396,0,0.0
C-33836,Active,Northgate,60-74,English,Resident with family,4,2023-05-10,,949.65,2023,5,31,2,8,1,6,5634.360000000001,939.0600000000001,903.69,977.59,33.196401612223,6,1,0,0,0,0,0.0,53.92000000000007,0.9888485231401044,1.029421365766335,3,0.5
C-33837,Active,Ash Hill,30-44,Other,No fixed abode,3,2024-11-18,,723.09,2024,11,13,3,16,0,6,4108.85,684.8083333333334,496.75,761.98,107.03102716813785,6,1,0,0,0,0,0.0,105.42999999999984,0.9470582269611435,1.0537830698806512,0,0.0
C-33838,Active,Ash Hill,30-44,Other,Social tenancy,3,2023-06-14,,745.83,2023,6,30,3,14,1,6,4199.89,699.9816666666667,536.04,770.8,83.13985889251116,6,1,0,0,0,0,0.0,24.969999999999914,0.9385270995624561,1.0334794792378958,1,0.16666666666666666
C-33839,Active,Northgate,60-74,English,Social tenancy,1,2022-09-09,,546.7,2022,9,39,2,7,1,6,3300.98,550.1633333333333,515.64,573.39,23.774348922034996,6,1,0,0,0,0,0.0,69.99999999999989,1.006334979574416,1.0488201938906163,2,0.3333333333333333
C-33840,Active,Northgate,60-74,English,Resident with family,3,2023-06-16,,824.32,2023,6,30,2,21,0,6,4906.71,817.785,735.9,866.0,51.423307458777884,6,1,0,0,0,0,0.0,100.63999999999987,0.9920722534937888,1.0505628881987576,0,0.0
C-33841,Suspended,Ash Hill,45-59,English,Owner-occupier,4,2024-06-06,,1310.53,2024,6,18,0,7,0,6,7241.25,1206.875,891.04,1360.81,186.0276406075183,6,1,0,0,0,0,0.0,95.50999999999999,0.9209060456456548,1.038366157203574,0,0.0
C-33842,Active,Calder Central,60-74,English,Resident with family,4,2021-08-20,,871.34,2021,8,52,2,1,1,6,5279.31,879.8850000000001,853.6,918.71,22.258590925752692,6,1,0,0,0,0,0.0,69.27999999999986,1.0098067344549773,1.0543645419698395,2,0.3333333333333333
C-33843,Active,Ash Hill,30-44,Spanish,Owner-occupier,4,2021-04-13,,1106.2,2021,4,56,6,8,2,6,6598.64,1099.7733333333333,1047.6,1154.0,40.749995173823855,6,1,0,0,0,0,0.0,83.37999999999988,0.9941903212197915,1.0432109925872355,0,0.0
C-33844,Active,Calder Central,18-29,English,Owner-occupier,1,2021-11-02,,379.16,2021,11,49,2,11,0,6,2094.37,349.06166666666667,261.52,379.51,43.411414359205885,6,1,0,0,0,0,0.0,0.3499999999999659,0.920618384499068,1.0009230931532862,0,0.0
C-33845,Suspended,Ash Hill,30-44,English,Social tenancy,3,2023-08-11,,1225.32,2023,8,28,0,1,0,6,7036.26,1172.71,1152.76,1214.11,23.433226837121634,6,1,0,0,0,0,0.0,0.0,0.9570642770868019,0.9908513694381875,0,0.0
C-33846,Active,Ash Hill,60-74,English,Private tenancy,3,2022-10-19,,1003.09,2022,10,38,1,12,0,6,5943.25,990.5416666666666,948.8,1055.99,48.6410490909342,6,1,0,0,0,0,0.0,89.45000000000005,0.9874903215730061,1.0527370425385558,0,0.0
C-33847,Active,Calder Central,60-74,English,Owner-occupier,1,2023-01-02,,572.82,2023,1,35,0,12,2,6,3323.4,553.9,462.67,589.02,47.371071763260765,6,1,0,0,0,0,0.0,32.579999999999814,0.9669704270102301,1.028281135435215,1,0.16666666666666666
C-33848,Active,Calder Central,30-44,English,Private tenancy,1,2022-04-13,,420.28,2022,4,44,1,2,0,6,2377.11,396.185,284.3,438.4,56.11517896255879,6,1,0,0,0,0,0.0,23.55000000000001,0.942669172932331,1.0431141143999239,0,0.0
C-33849,Active,Ash Hill,75+,English,Social tenancy,3,2022-12-03,,951.85,2022,12,36,0,14,2,6,5754.599999999999,959.0999999999999,904.5,985.92,29.775794195957193,6,1,0,0,0,0,0.0,90.84999999999968,1.0076167463360823,1.0357934548510794,2,0.3333333333333333
C-33850,Active,Ash Hill,18-29,English,No fixed abode,3,2024-10-16,,726.06,2024,10,14,1,10,1,6,4311.41,718.5683333333333,683.29,768.13,28.24171624860405,6,1,0,0,0,0,0.0,43.8900000000001,0.9896817526558871,1.0579428697352837,2,0.3333333333333333
C-33851,Active,Calder Central,75+,Other,Resident with family,4,2024-03-25,,1059.67,2024,3,21,4,4,1,6,5910.820000000001,985.1366666666668,830.43,1087.26,118.25767115357331,6,1,0,0,0,0,0.0,54.549999999999955,0.929663637421713,1.0260364075608444,4,0.6666666666666666
C-33852,Active,Ash Hill,45-59,English,Private tenancy,4,2021-06-22,,1359.49,2021,6,54,3,19,0,6,8046.4,1341.0666666666666,1187.97,1420.6,84.61201514363465,6,1,0,0,0,0,0.0,125.72999999999979,0.9864483495036128,1.0449506800344246,0,0.0
C-33853,Active,Northgate,30-44,Spanish,Owner-occupier,1,2022-02-03,,595.44,2022,2,46,5,23,2,6,3487.42,581.2366666666667,491.7,622.1,48.48387347012064,6,1,0,0,0,0,0.0,52.91999999999973,0.9761464911102152,1.0447736127905414,2,0.3333333333333333
C-33854,Active,Weybridge,60-74,English,Private tenancy,2,2022-08-12,,974.68,2022,8,40,2,19,0,6,5955.12,992.52,963.95,1026.37,27.177403849521724,6,1,0,0,0,0,0.0,126.13000000000011,1.0183034431813518,1.0530327902491072,0,0.0
C-33855,Active,Weybridge,30-44,English,Social tenancy,1,2021-02-17,,523.26,2021,2,58,2,22,0,6,3205.76,534.2933333333334,517.46,552.29,12.817493774785522,6,1,0,0,0,0,0.0,72.89999999999998,1.021085757239868,1.0554791117226616,0,0.0
C-33856,Active,Ash Hill,30-44,English,Owner-occupier,6,2025-07-14,,1667.84,2025,7,5,3,11,1,6,9625.03,1604.1716666666669,1190.65,1746.58,209.28700317188034,6,1,0,0,0,0,0.0,172.70000000000027,0.9618258745842926,1.0472107636224097,1,0.16666666666666666
C-33857,Active,Calder Central,60-74,English,No fixed abode,2,2024-09-14,,726.9,2024,9,15,2,16,0,6,4218.32,703.0533333333333,556.19,759.39,76.51619166337711,6,1,0,0,0,0,0.0,70.85000000000002,0.967194020268721,1.0446966570367313,0,0.0
C-33858,Active,Ash Hill,60-74,English,Owner-occupier,3,2024-12-15,,971.33,2024,12,12,0,2,1,6,5716.66,952.7766666666666,725.17,1029.33,119.22441791288668,6,1,0,0,0,0,0.0,189.2199999999998,0.9808990422067336,1.0597119413587555,3,0.5
C-33859,Active,Ash Hill,75+,English,Social tenancy,1,2024-05-28,,413.31,2024,5,19,0,10,2,6,2453.96,408.99333333333334,316.31,433.54,46.32876931957795,6,1,0,0,0,0,0.0,75.11000000000001,0.9895558620244692,1.048946311485326,2,0.3333333333333333
C-33860,Active,Northgate,45-59,Other,Private tenancy,5,2021-11-13,,962.56,2021,11,49,4,17,0,6,5585.44,930.9066666666666,675.55,1013.31,127.35931794205977,6,1,0,0,0,0,0.0,114.04000000000008,0.9671154698581561,1.052723986037234,0,0.0
C-33861,Active,Weybridge,30-44,English,No fixed abode,4,2022-08-13,,1178.57,2022,8,40,2,9,0,6,7272.48,1212.08,1149.85,1246.57,46.93195670329554,6,1,0,0,0,0,0.0,254.74000000000024,1.028432761736681,1.0576970396327754,0,0.0
C-33862,Active,Calder Central,60-74,English,Owner-occupier,1,2023-02-22,,497.61,2023,2,34,2,16,4,6,2985.66,497.60999999999996,497.61,497.61,0.0,6,1,0,0,0,0,0.0,0.0,1.0,1.0,2,0.3333333333333333
C-33863,Active,Weybridge,60-74,English,Private tenancy,1,2025-01-06,,655.14,2025,1,11,3,2,0,6,3473.34,578.89,474.64,679.79,90.85510464470339,6,1,0,0,0,0,0.0,27.75999999999999,0.8836126629422719,1.0376255456848917,0,0.0
C-33864,Active,Northgate,75+,English,Resident with family,2,2024-04-07,,530.34,2024,4,20,0,7,0,6,2938.13,489.68833333333333,388.6,532.68,57.85858118435558,6,1,0,0,0,0,0.0,2.949999999999932,0.9233479151739136,1.00441226383075,0,0.0
C-33865,Active,Calder Central,30-44,English,Resident with family,1,2023-09-26,,393.53,2023,9,27,5,2,2,6,2192.11,365.3516666666667,307.8,406.47,40.63257482201524,6,1,0,0,0,0,0.0,12.940000000000055,0.9283959715057727,1.0328818641526696,0,0.0
C-33866,Active,Weybridge,60-74,English,Social tenancy,1,2021-05-18,,637.99,2021,5,55,4,6,0,6,3794.37,632.395,609.14,661.66,19.776580847052383,6,1,0,0,0,0,0.0,33.489999999999895,0.991230270066929,1.0371008949983542,0,0.0
C-33867,Active,Northgate,75+,English,Social tenancy,4,2022-08-01,,1326.51,2022,8,40,2,18,2,6,7869.99,1311.665,1279.27,1346.81,25.93146100781822,6,1,0,0,0,0,0.0,28.0,0.9888089799549192,1.015303314713044,0,0.0
C-33868,Active,Northgate,60-74,English,No fixed abode,3,2021-03-21,,644.8,2021,3,57,2,19,0,6,3868.7999999999997,644.8,644.8,644.8,0.0,6,1,0,0,0,0,0.0,0.0,1.0,1.0,0,0.0
C-33869,Active,Ash Hill,60-74,English,Owner-occupier,2,2025-08-19,,983.46,2025,8,4,0,15,0,6,5860.52,976.7533333333334,935.87,1035.45,34.65492846142768,6,1,0,0,0,0,0.0,64.72000000000003,0.9931805394559344,1.052864376792142,0,0.0
C-33870,Active,Weybridge,18-29,English,Private tenancy,4,2023-05-04,,1405.28,2023,5,31,0,20,0,6,8262.26,1377.0433333333333,1328.46,1429.6,41.29644569047887,6,1,0,0,0,0,0.0,38.789999999999964,0.9799067327033284,1.0173061596265514,0,0.0
C-33871,Suspended,Weybridge,45-59,Spanish,Social tenancy,1,2021-05-09,,442.48,2021,5,55,3,4,2,6,2575.91,429.3183333333333,356.72,461.46,37.22728322973173,6,1,0,0,0,0,0.0,26.64999999999992,0.970254776110408,1.0428945941059482,2,0.3333333333333333
C-33872,Active,Calder Central,30-44,Spanish,Social tenancy,4,2021-09-24,,835.54,2021,9,51,4,9,3,6,5106.46,851.0766666666667,796.48,874.04,28.470491156049004,6,1,0,0,0,0,0.0,132.2800000000002,1.0185947610726795,1.046077985494411,2,0.3333333333333333
C-33873,Active,Weybridge,45-59,English,Private tenancy,1,2024-10-26,,648.93,2024,10,14,1,1,2,6,3751.52,625.2533333333333,554.56,671.78,42.757484802858414,6,1,0,0,0,0,0.0,39.04000000000008,0.96351429789551,1.0352118102106544,2,0.3333333333333333
C-33874,Active,Ash Hill,45-59,English,No fixed abode,2,2025-08-06,,1002.92,2025,8,4,5,5,0,6,5530.74,921.79,719.44,1048.71,123.6988913450723,6,1,0,0,0,0,0.0,49.320000000000164,0.9191062098671878,1.0456566824871376,0,0.0
C-33875,Active,Calder Central,45-59,English,Social tenancy,3,2021-04-06,,615.55,2021,4,56,3,18,1,6,3642.17,607.0283333333333,581.93,629.37,17.97374242239682,6,1,0,0,0,0,0.0,23.670000000000073,0.9861560122383777,1.0224514661684674,0,0.0
C-33876,Active,Calder Central,45-59,Spanish,Social tenancy,1,2022-05-16,,504.43,2022,5,43,5,1,2,6,2908.39,484.7316666666666,348.32,533.67,70.62876621226417,6,1,0,0,0,0,0.0,77.52999999999992,0.9609493223374237,1.0579664175405903,2,0.3333333333333333
C-33877,Active,Northgate,30-44,Other,Social tenancy,4,2024-10-14,,1196.73,2024,10,14,3,15,2,6,6903.52,1150.5866666666668,1038.27,1257.22,71.06977435356517,6,1,0,0,0,0,0.0,60.49000000000001,0.9614421520866583,1.0505460713778378,1,0.16666666666666666
C-33878,Active,Calder Central,60-74,English,Owner-occupier,3,2024-03-08,,1239.98,2024,3,21,1,21,2,6,7378.91,1229.8183333333334,1168.66,1311.62,65.01874511759405,6,1,0,0,0,0,0.0,142.8499999999999,0.9918049753490648,1.0577751254052483,1,0.16666666666666666
C-33879,Active,Weybridge,30-44,English,Resident with family,2,2023-09-13,,878.69,2023,9,27,3,1,0,6,5209.0199999999995,868.17,826.41,911.87,33.277617102190455,6,1,0,0,0,0,0.0,49.95999999999981,0.988027632043155,1.0377607574912653,0,0.0
C-33880,Active,Calder Central,45-59,English,Resident with family,2,2022-04-23,,610.0,2022,4,44,1,13,0,6,3631.56,605.26,579.41,641.58,23.936158421935616,6,1,0,0,0,0,0.0,45.59000000000003,0.9922295081967213,1.0517704918032789,0,0.0
C-33881,Active,Calder Central,30-44,English,Social tenancy,4,2021-11-22,,1109.31,2021,11,49,3,11,2,6,6810.63,1135.105,1085.37,1159.75,27.740651578504824,6,1,0,0,0,0,0.0,178.71000000000026,1.0232531934265445,1.0454697063940648,2,0.3333333333333333
C-33882,Active,Weybridge,60-74,English,Private tenancy,3,2022-05-07,,1179.37,2022,5,43,1,14,1,6,7089.21,1181.535,1123.68,1238.85,39.92443149250844,6,1,0,0,0,0,0.0,96.58000000000038,1.001835725853634,1.0504337061312397,2,0.3333333333333333
C-33883,Active,Calder Central,60-74,English,Social tenancy,6,2021-02-04,,1040.59,2021,2,58,1,4,1,6,6099.13,1016.5216666666666,984.35,1093.46,41.428457570451094,6,1,0,0,0,0,0.0,52.87000000000012,0.9768704933419183,1.0508077148540733,2,0.3333333333333333
C-33884,Active,Northgate,60-74,English,Private tenancy,5,2024-09-25,,1567.45,2024,9,15,0,17,1,6,9114.02,1519.0033333333333,1410.89,1591.41,61.76859255857032,6,1,0,0,0,0,0.0,23.960000000000036,0.969092049719821,1.0152859740342595,1,0.16666666666666666
C-33885,Active,Calder Central,75+,English,Social tenancy,2,2024-09-13,,514.36,2024,9,15,3,15,1,6,3095.76,515.96,488.55,543.9,21.91200857977193,6,1,0,0,0,0,0.0,57.649999999999864,1.0031106617932963,1.057430593358737,1,0.16666666666666666
C-33886,Active,Weybridge,60-74,English,No fixed abode,1,2022-08-06,,669.35,2022,8,40,2,21,2,6,4007.74,667.9566666666666,633.17,689.0,21.842984838768416,6,1,0,0,0,0,0.0,49.45999999999992,0.9979183785264311,1.0293568387241354,4,0.6666666666666666
C-33887,Active,Calder Central,30-44,English,Social tenancy,1,2023-08-27,,561.63,2023,8,28,0,20,0,6,3231.61,538.6016666666667,444.66,571.29,47.29848387281209,6,1,0,0,0,0,0.0,14.740000000000009,0.9589973232673943,1.0171999359008599,0,0.0
C-33888,Active,Calder Central,18-29,English,Resident with family,2,2022-06-10,,979.63,2022,6,42,3,23,1,6,5653.8,942.3000000000001,749.94,1015.68,98.45590302262222,6,1,0,0,0,0,0.0,56.50999999999988,0.9618937762216347,1.036799608015271,1,0.16666666666666666
C-33889,Suspended,Weybridge,45-59,English,Owner-occupier,3,2025-08-20,,1076.67,2025,8,4,1,8,0,6,6160.35,1026.7250000000001,803.8,1096.79,110.74724154578303,6,1,0,0,0,0,0.0,24.36999999999989,0.9536115987257004,1.018687248646289,0,0.0
C-33890,Active,Northgate,18-29,English,No fixed abode,1,2025-03-25,,676.31,2025,3,9,3,7,1,6,4017.3900000000003,669.565,645.73,689.11,17.710432801035633,6,1,0,0,0,0,0.0,24.0300000000002,0.9900267628750129,1.0189262320533483,3,0.5
C-33891,Active,Calder Central,18-29,English,No fixed abode,4,2024-09-29,,1408.49,2024,9,15,2,9,0,6,8374.29,1395.7150000000001,1344.95,1437.65,39.52015523754937,6,1,0,0,0,0,0.0,60.6400000000001,0.9909300030529149,1.0207030223856755,0,0.0
